passenger_count,trip_distance,payment_type,fare_amount,duration
1,4.09,Card,24.0,22.833333333333332
1,1.33,Cash,8.6,5.533333333333333
2,1.41,Card,9.3,6.716666666666667
1,0.93,Card,7.9,5.7
1,1.22,Card,7.9,5.316666666666666
1,3.31,Card,18.4,15.283333333333333
1,0.62,Cash,6.5,4.166666666666667
5,0.57,Cash,5.8,3.5833333333333335
4,3.88,Card,21.2,18.983333333333334
1,2.21,Card,15.6,16.45
1,4.96,Card,26.8,24.083333333333332
1,0.7,Card,7.9,9.116666666666667
2,2.28,Card,14.9,14.033333333333333
1,2.12,Card,16.3,16.883333333333333
2,2.9,Card,20.5,21.15
2,1.77,Card,12.1,11.066666666666666
1,2.65,Card,20.5,21.85
1,0.61,Cash,5.1,2.716666666666667
1,1.81,Card,14.9,15.8
1,1.54,Card,10.7,8.433333333333334
1,1.07,Card,17.0,20.616666666666667
1,1.2,Card,10.0,8.333333333333334
1,0.6,Card,7.2,5.45
2,2.7,Cash,18.4,17.65
1,2.13,Card,11.4,7.266666666666667
1,0.93,Card,7.2,5.65
1,1.29,Card,8.6,5.983333333333333
1,1.37,Card,10.0,7.516666666666667
1,1.88,Card,11.4,8.816666666666666
1,2.98,Card,17.0,14.9
1,1.81,Card,13.5,12.733333333333333
1,2.11,Card,11.4,8.083333333333334
1,0.74,Card,17.7,21.05
1,0.55,Card,6.5,5.266666666666667
1,0.71,Cash,7.2,5.533333333333333
1,2.06,Card,14.2,13.5
1,1.86,Card,10.7,7.6
2,1.1,Card,13.5,14.7
1,1.28,Card,9.3,7.25
2,1.39,Card,10.7,9.433333333333334
1,1.7,Card,14.2,14.583333333333334
1,1.2,Card,9.3,8.45
1,0.16,Cash,3.7,1.4833333333333334
1,1.8,Card,22.6,26.916666666666668
1,0.67,Cash,10.0,10.066666666666666
1,2.72,Card,14.2,12.033333333333333
1,2.45,Card,17.7,18.516666666666666
1,1.66,Card,11.4,9.333333333333334
1,1.35,Card,10.0,9.316666666666666
1,0.6,Card,7.2,5.7
1,2.26,Card,14.9,14.066666666666666
2,3.14,Card,18.4,17.483333333333334
1,2.11,Card,13.5,10.15
1,1.24,Card,10.7,9.75
1,0.6,Card,7.2,6.283333333333333
1,0.82,Card,8.6,8.066666666666666
4,2.1,Card,11.4,7.95
2,2.47,Card,18.4,19.9
1,1.21,Card,13.5,14.333333333333334
1,0.63,Card,5.8,4.166666666666667
2,0.7,Card,5.1,1.7333333333333334
1,3.88,Card,21.2,19.283333333333335
1,1.8,Card,14.2,14.6
1,0.89,Card,19.1,23.616666666666667
1,1.92,Cash,14.9,15.666666666666666
1,3.87,Cash,21.9,19.083333333333332
1,0.7,Cash,5.8,3.216666666666667
1,1.88,Card,15.6,15.816666666666666
1,2.1,Card,14.9,14.266666666666667
1,1.5,Card,7.9,3.35
2,2.5,Card,15.6,16.666666666666668
1,1.66,Card,12.1,10.566666666666666
1,1.6,Card,12.1,13.516666666666667
1,1.5,Card,14.2,15.966666666666667
2,1.9,Cash,12.8,11.666666666666666
3,1.37,Cash,24.0,29.233333333333334
1,2.56,Card,18.4,18.7
1,1.1,Card,12.8,14.433333333333334
1,1.15,Card,9.3,8.116666666666667
1,1.2,Card,10.7,10.816666666666666
2,1.69,Cash,13.5,12.516666666666667
1,2.99,Cash,24.7,28.25
1,1.12,Card,10.7,10.066666666666666
1,0.78,Card,10.7,10.733333333333333
3,1.51,Cash,15.6,17.216666666666665
1,1.49,Card,11.4,9.816666666666666
1,1.6,Card,12.8,13.216666666666667
1,0.98,Cash,7.9,6.266666666666667
1,1.5,Card,12.8,12.583333333333334
2,0.58,Card,6.5,4.883333333333334
1,4.63,Cash,28.2,25.35
1,4.53,Cash,24.0,15.383333333333333
1,5.07,Card,24.7,19.4
1,0.16,Card,3.7,1.0666666666666667
1,3.72,Card,19.1,16.1
1,0.45,Card,4.4,2.283333333333333
2,1.68,Card,10.7,8.45
1,0.73,Card,6.5,5.133333333333334
1,1.18,Card,10.0,9.266666666666667
1,2.17,Card,12.8,10.266666666666667
1,1.52,Card,13.5,14.016666666666667
1,0.4,Card,6.5,4.8
1,0.91,Cash,7.2,4.9
1,0.7,Card,7.2,5.416666666666667
1,1.18,Card,13.5,14.716666666666667
1,3.84,Card,24.7,23.766666666666666
3,1.2,Card,10.0,9.216666666666667
2,3.25,Card,19.1,17.566666666666666
1,1.44,Card,10.7,10.066666666666666
2,1.22,Card,9.3,8.05
1,0.78,Card,9.3,9.216666666666667
1,2.39,Card,14.2,12.616666666666667
2,1.9,Card,15.6,22.083333333333332
1,2.82,Cash,20.5,22.166666666666668
1,0.42,Cash,5.1,3.0
1,3.66,Cash,22.6,22.75
3,0.6,Card,7.2,6.416666666666667
1,1.16,Card,10.0,9.516666666666667
1,1.9,Card,14.9,19.4
1,0.69,Card,5.8,3.066666666666667
1,2.3,Card,12.1,9.166666666666666
1,2.6,Card,17.7,17.2
1,1.8,Cash,12.8,16.266666666666666
1,3.11,Card,15.6,10.366666666666667
1,0.8,Card,6.5,4.65
1,0.84,Card,11.4,11.966666666666667
1,2.45,Card,21.2,21.716666666666665
1,1.8,Cash,15.6,15.433333333333334
1,3.98,Card,20.5,14.6
1,2.65,Cash,17.7,17.566666666666666
1,1.8,Cash,13.5,12.6
1,0.43,Cash,5.1,2.6333333333333333
1,1.3,Card,7.9,5.9
1,3.73,Cash,17.7,13.516666666666667
1,1.74,Card,13.5,14.266666666666667
1,3.5,Card,17.7,13.65
1,1.38,Card,11.4,11.183333333333334
1,1.29,Card,9.3,7.166666666666667
1,1.3,Card,12.1,12.333333333333334
1,0.8,Card,10.0,9.7
2,4.55,Card,23.3,17.733333333333334
1,1.18,Card,7.9,5.55
1,2.39,Card,13.5,10.9
1,0.68,Cash,6.5,5.633333333333334
1,2.06,Card,12.8,10.483333333333333
1,1.6,Card,14.2,13.983333333333333
2,0.67,Card,5.8,4.383333333333334
1,1.22,Card,14.2,14.583333333333334
1,1.16,Card,7.2,4.533333333333333
1,2.1,Card,17.0,17.566666666666666
4,0.5,Cash,6.5,5.233333333333333
1,1.43,Card,10.7,10.016666666666667
1,1.54,Card,12.1,11.433333333333334
1,2.9,Card,17.0,15.5
1,1.4,Card,9.3,10.816666666666666
4,1.57,Card,17.0,19.15
2,0.99,Card,17.7,21.0
1,1.32,Card,14.9,15.55
1,4.6,Card,22.6,15.133333333333333
1,1.03,Cash,7.9,6.316666666666666
1,1.63,Card,8.6,4.216666666666667
1,0.73,Card,7.9,5.866666666666666
1,3.59,Cash,23.3,24.316666666666666
1,0.6,Card,5.8,3.75
1,2.24,Card,11.4,6.583333333333333
2,2.2,Card,12.1,11.633333333333333
1,1.84,Card,14.2,13.416666666666666
1,2.9,Card,14.9,14.833333333333334
1,1.09,Card,7.9,5.666666666666667
1,1.2,Card,10.0,9.15
1,1.26,Card,10.7,9.316666666666666
1,4.7,Card,25.4,22.833333333333332
2,4.82,Cash,22.6,18.533333333333335
1,0.64,Card,12.1,12.433333333333334
1,1.6,Card,12.1,13.05
1,1.32,Card,10.7,10.5
1,1.3,Card,9.3,8.116666666666667
2,2.0,Cash,10.0,15.216666666666667
1,1.4,Card,10.7,8.55
2,1.15,Card,7.9,6.183333333333334
1,1.51,Card,10.0,8.133333333333333
2,1.9,Card,12.1,9.583333333333334
3,3.24,Card,19.1,18.433333333333334
1,3.03,Card,19.8,19.7
1,1.47,Card,14.9,15.316666666666666
1,1.22,Card,16.3,19.183333333333334
5,1.33,Cash,17.0,20.016666666666666
1,0.97,Card,10.0,9.116666666666667
1,1.8,Card,11.4,10.933333333333334
1,1.5,Card,7.9,3.966666666666667
1,1.94,Card,12.1,11.366666666666667
1,4.34,Card,19.8,10.433333333333334
1,0.2,Card,14.5,4.85
3,0.48,Card,5.1,3.1666666666666665
1,0.74,Card,5.8,2.2666666666666666
1,1.9,Card,12.8,11.366666666666667
1,0.53,Card,5.8,4.0
1,0.9,Card,7.2,6.416666666666667
1,0.6,Card,6.5,5.866666666666666
1,0.7,Card,5.1,7.883333333333334
2,0.5,Cash,4.4,3.683333333333333
1,1.37,Cash,10.0,8.066666666666666
1,3.4,Cash,18.4,20.05
1,1.64,Card,12.8,13.116666666666667
1,1.67,Card,14.2,14.633333333333333
3,0.6,Card,5.8,3.35
2,0.47,Card,7.2,5.666666666666667
1,5.2,Card,25.4,19.5
2,1.55,Card,11.4,9.683333333333334
1,0.7,Card,14.9,17.533333333333335
3,1.04,Card,8.6,7.4
3,3.05,Card,21.9,24.0
2,4.9,Card,26.8,23.833333333333332
1,2.61,Card,14.9,13.583333333333334
3,1.2,Card,10.0,8.533333333333333
1,2.0,Card,14.2,12.566666666666666
2,1.17,Cash,10.7,9.85
1,0.38,Card,5.8,4.683333333333334
1,2.68,Card,20.5,21.933333333333334
1,0.73,Card,5.8,2.783333333333333
1,1.04,Card,17.0,20.4
1,0.7,Card,13.5,14.95
2,4.12,Card,21.2,18.1
2,1.37,Card,12.8,13.233333333333333
3,3.86,Card,19.8,18.283333333333335
1,0.42,Card,5.1,3.6
1,0.66,Card,6.5,4.533333333333333
1,1.21,Card,9.3,8.066666666666666
1,1.95,Card,14.9,14.383333333333333
2,2.7,Card,15.6,12.4
2,1.82,Cash,12.8,11.383333333333333
1,1.3,Card,11.4,13.533333333333333
2,1.0,Card,9.3,7.95
2,0.45,Cash,5.1,3.15
1,1.62,Card,10.7,8.55
1,1.71,Card,11.4,8.883333333333333
1,0.7,Card,6.5,4.5
1,1.2,Card,10.0,11.1
1,1.6,Card,10.0,7.25
1,1.0,Card,7.2,4.85
1,0.5,Cash,5.8,3.5166666666666666
1,1.2,Card,10.7,9.383333333333333
1,2.09,Card,18.4,20.183333333333334
1,0.5,Card,5.1,3.283333333333333
2,3.76,Card,21.2,20.516666666666666
1,3.22,Card,21.2,22.733333333333334
1,1.86,Card,12.1,9.483333333333333
1,4.9,Cash,25.4,23.916666666666668
1,2.23,Card,16.3,16.45
1,2.77,Card,14.2,10.9
2,0.9,Card,7.2,5.666666666666667
1,1.79,Card,14.2,13.15
4,2.29,Card,13.5,11.95
1,0.94,Card,7.2,5.433333333333334
1,0.3,Card,7.2,6.716666666666667
1,1.44,Card,10.0,6.966666666666667
1,1.86,Card,12.8,11.916666666666666
1,1.47,Card,12.1,11.033333333333333
2,2.32,Card,13.5,10.716666666666667
1,1.3,Card,10.7,10.166666666666666
1,1.46,Card,10.7,9.466666666666667
1,3.24,Card,17.0,13.433333333333334
1,1.38,Cash,10.7,9.316666666666666
3,4.3,Card,21.9,19.716666666666665
1,0.89,Card,12.1,12.85
1,1.06,Cash,9.3,8.4
1,3.85,Card,18.4,13.466666666666667
1,0.7,Card,7.2,6.383333333333334
1,1.7,Card,11.4,11.4
1,0.73,Cash,6.5,4.633333333333334
1,2.32,Card,20.5,23.55
1,1.23,Card,9.3,7.566666666666666
1,1.8,Card,12.1,9.183333333333334
2,2.52,Cash,16.3,12.966666666666667
1,1.06,Card,9.3,8.916666666666666
2,2.5,Cash,18.4,18.016666666666666
1,1.6,Card,20.5,23.166666666666668
1,1.5,Card,10.0,8.1
1,1.23,Card,14.9,16.083333333333332
1,1.24,Card,8.6,6.716666666666667
1,0.77,Card,7.9,6.933333333333334
1,1.77,Card,15.6,16.516666666666666
1,2.7,Card,17.0,13.533333333333333
1,1.1,Card,19.8,23.383333333333333
1,1.99,Card,14.2,13.3
1,1.4,Card,8.6,7.716666666666667
1,1.7,Card,12.8,11.25
1,1.27,Card,9.3,7.783333333333333
3,0.43,Card,5.1,3.6666666666666665
1,1.39,Card,7.9,4.966666666666667
1,2.18,Card,23.3,28.083333333333332
2,0.62,Card,7.9,6.633333333333334
2,3.5,Card,19.8,16.85
1,1.83,Card,13.5,12.8
1,1.81,Card,19.1,21.633333333333333
1,3.3,Card,17.7,16.45
2,0.62,Card,5.8,3.283333333333333
1,1.8,Card,13.5,12.833333333333334
1,1.0,Card,10.0,11.45
1,1.6,Card,14.2,14.966666666666667
1,1.5,Card,11.4,10.25
1,0.5,Card,15.6,18.55
1,0.94,Card,9.3,8.833333333333334
1,1.66,Cash,10.0,7.0
1,0.61,Card,5.8,4.15
1,2.88,Cash,23.3,26.55
1,1.83,Card,17.0,18.65
1,1.77,Cash,12.8,11.15
2,1.86,Card,14.2,14.0
2,1.93,Card,17.0,17.983333333333334
1,1.35,Card,9.3,7.433333333333334
1,2.42,Card,24.0,28.0
3,2.4,Card,21.9,25.35
1,1.99,Card,12.8,11.366666666666667
1,2.92,Card,20.5,22.066666666666666
1,0.61,Card,5.8,3.783333333333333
2,3.61,Card,20.5,17.8
2,3.63,Card,26.1,27.366666666666667
1,1.26,Cash,12.1,12.783333333333333
1,2.47,Card,12.8,8.883333333333333
2,0.9,Card,7.9,6.9
1,3.7,Card,20.5,18.8
1,1.7,Card,12.1,10.316666666666666
1,0.81,Cash,6.5,4.133333333333334
1,1.48,Card,11.4,11.333333333333334
1,0.78,Card,6.5,4.783333333333333
1,0.87,Cash,7.2,5.866666666666666
1,1.6,Card,11.4,11.916666666666666
2,3.5,Card,17.0,12.916666666666666
1,3.27,Card,21.9,21.516666666666666
2,1.45,Card,14.2,14.4
1,1.58,Card,10.7,8.566666666666666
1,0.8,Card,9.3,8.966666666666667
1,1.39,Card,10.7,11.1
1,1.28,Card,10.7,9.0
1,2.82,Cash,15.6,13.05
1,1.2,Card,9.3,7.45
1,1.11,Card,8.6,7.666666666666667
1,1.52,Card,12.1,11.183333333333334
2,0.89,Card,9.3,9.416666666666666
2,0.4,Card,5.1,3.0833333333333335
5,1.16,Card,12.1,15.35
1,2.15,Card,14.2,12.483333333333333
4,2.6,Card,13.5,11.916666666666666
1,2.37,Card,15.6,13.9
1,0.97,Card,7.2,4.216666666666667
3,2.15,Card,18.4,19.65
2,0.83,Card,7.9,6.35
1,1.0,Card,7.2,4.283333333333333
5,2.94,Card,17.0,15.7
1,0.46,Cash,5.8,3.75
1,1.0,Card,9.3,7.366666666666666
1,0.8,Card,7.9,6.583333333333333
2,1.22,Card,11.4,11.583333333333334
1,2.3,Card,12.1,8.7
1,1.38,Card,10.0,8.233333333333333
1,1.18,Card,7.9,5.466666666666667
1,1.76,Card,15.6,16.55
1,3.82,Card,18.4,13.433333333333334
1,0.7,Cash,5.8,3.55
1,1.33,Card,13.5,14.45
1,0.62,Card,7.2,6.366666666666666
1,1.1,Card,9.3,7.55
1,1.3,Card,22.6,27.4
3,1.47,Card,9.3,7.3
1,0.5,Card,7.2,6.65
1,1.7,Card,13.5,13.5
1,3.12,Cash,19.1,16.95
2,1.59,Card,13.5,13.733333333333333
1,2.94,Card,15.6,13.3
1,0.99,Card,7.9,6.433333333333334
1,0.85,Card,7.9,6.95
1,3.8,Card,19.8,18.216666666666665
1,0.93,Card,7.9,5.666666666666667
1,0.96,Card,8.6,7.366666666666666
1,4.03,Card,21.2,18.8
1,0.9,Card,7.2,5.016666666666667
2,5.23,Card,30.3,29.216666666666665
1,2.02,Card,16.3,16.416666666666668
1,3.0,Card,19.1,22.7
1,3.32,Card,20.5,20.666666666666668
1,1.49,Card,9.3,6.0
2,1.19,Card,10.7,9.65
1,3.72,Card,19.8,15.416666666666666
2,2.6,Card,14.9,14.166666666666666
2,3.4,Cash,17.7,14.183333333333334
1,1.8,Card,12.1,10.8
1,2.42,Card,17.7,19.2
1,3.38,Card,24.0,25.916666666666668
1,3.33,Card,21.2,21.0
1,1.67,Cash,12.1,12.833333333333334
1,3.06,Card,13.5,6.416666666666667
1,0.79,Card,5.8,2.25
1,0.97,Card,7.9,6.05
1,0.8,Card,9.3,9.416666666666666
1,0.5,Card,4.4,1.75
2,2.9,Card,19.1,18.833333333333332
1,0.38,Cash,9.3,9.666666666666666
3,1.41,Card,12.8,12.483333333333333
2,1.12,Card,11.4,9.65
4,0.82,Cash,14.2,16.55
1,0.92,Card,11.4,11.783333333333333
1,1.13,Card,11.4,11.333333333333334
1,1.28,Card,10.7,8.883333333333333
1,1.21,Card,8.6,5.333333333333333
1,2.02,Card,11.4,8.6
2,0.8,Card,5.8,3.6166666666666667
1,3.47,Card,22.6,24.433333333333334
2,0.91,Card,7.2,4.9
1,1.0,Card,12.1,17.016666666666666
1,0.65,Card,7.9,6.8
1,1.33,Card,12.8,13.4
1,0.8,Card,17.0,20.1
1,3.21,Card,19.1,17.583333333333332
1,0.62,Card,7.2,5.666666666666667
1,4.15,Card,24.0,22.6
2,1.65,Card,10.0,7.066666666666666
1,1.67,Cash,13.5,12.5
2,1.5,Card,10.7,8.916666666666666
1,0.48,Card,5.8,3.9
1,0.43,Cash,7.2,6.2
5,3.38,Card,17.0,10.583333333333334
2,1.98,Card,14.2,13.433333333333334
1,1.26,Cash,12.1,12.483333333333333
1,5.0,Cash,23.3,14.366666666666667
2,1.56,Card,10.0,7.766666666666667
3,3.63,Card,23.3,25.65
1,2.04,Card,10.7,7.583333333333333
1,2.02,Cash,12.1,10.033333333333333
1,1.2,Card,8.6,6.5
1,1.88,Card,16.3,17.7
1,1.51,Card,9.3,7.266666666666667
1,0.7,Card,6.5,5.183333333333334
1,3.3,Card,19.1,20.55
1,0.78,Card,7.9,6.783333333333333
2,1.58,Card,12.1,10.95
1,1.84,Cash,12.8,11.583333333333334
1,3.36,Card,23.3,24.216666666666665
1,1.26,Card,17.0,19.0
1,4.78,Card,25.4,22.15
1,2.63,Card,17.0,17.1
2,1.51,Card,15.6,16.916666666666668
2,1.73,Card,14.9,15.166666666666666
1,0.52,Card,5.8,3.716666666666667
5,1.54,Card,10.7,8.733333333333333
1,2.3,Card,14.9,14.15
4,2.81,Card,20.5,21.8
2,1.98,Card,14.2,14.166666666666666
1,1.27,Card,7.9,8.566666666666666
1,5.01,Cash,22.6,17.6
2,2.24,Card,19.8,22.85
1,0.8,Card,5.8,4.35
2,1.87,Card,13.5,12.883333333333333
1,1.83,Cash,13.5,12.416666666666666
1,1.78,Card,11.4,10.4
1,2.28,Card,17.7,19.483333333333334
1,2.4,Card,17.7,18.05
3,1.03,Card,8.6,7.266666666666667
1,0.95,Card,16.3,19.633333333333333
1,2.01,Card,15.6,15.5
1,1.29,Card,11.4,10.8
1,1.46,Card,11.4,10.55
1,3.1,Card,19.1,25.066666666666666
1,2.52,Card,17.0,16.533333333333335
1,1.85,Card,12.1,10.216666666666667
1,3.72,Card,21.9,20.583333333333332
1,1.33,Card,11.4,11.5
1,1.48,Card,21.2,25.116666666666667
1,2.9,Card,17.0,19.616666666666667
1,0.67,Card,9.3,9.366666666666667
1,0.69,Cash,5.1,2.35
1,1.23,Card,10.0,8.566666666666666
2,1.64,Card,10.7,9.25
3,2.19,Card,18.4,20.05
1,1.0,Card,7.9,5.883333333333334
2,1.46,Cash,10.7,9.2
1,2.09,Card,15.6,16.033333333333335
1,0.66,Card,6.5,5.5
1,1.73,Card,11.4,8.95
1,0.44,Card,5.8,3.566666666666667
1,2.12,Card,14.9,13.783333333333333
2,4.4,Card,21.9,15.866666666666667
1,3.13,Card,21.9,23.183333333333334
1,2.12,Card,17.7,19.466666666666665
1,0.52,Cash,5.1,2.466666666666667
1,3.98,Card,25.4,24.533333333333335
1,0.4,Card,4.4,2.05
1,1.1,Card,7.9,6.616666666666666
1,0.8,Card,5.8,3.5166666666666666
1,2.1,Card,21.9,25.45
1,2.2,Card,14.9,16.733333333333334
2,2.43,Card,24.0,27.483333333333334
1,1.5,Card,11.4,11.433333333333334
2,1.7,Cash,10.7,7.716666666666667
1,0.8,Card,10.0,9.933333333333334
1,2.2,Card,13.5,12.183333333333334
2,4.0,Card,19.8,15.566666666666666
1,4.22,Cash,24.0,23.116666666666667
1,1.35,Card,10.0,9.466666666666667
1,0.47,Card,4.4,1.9333333333333333
1,1.6,Card,13.5,14.533333333333333
1,1.37,Card,8.6,6.166666666666667
1,1.34,Card,15.6,17.183333333333334
1,0.92,Card,5.8,2.816666666666667
2,1.01,Card,7.9,5.416666666666667
1,2.24,Card,13.5,11.85
1,1.55,Card,8.6,4.9
1,0.65,Card,5.8,4.083333333333333
2,0.87,Card,6.5,5.016666666666667
2,4.8,Card,24.0,25.683333333333334
1,0.81,Card,6.5,4.75
1,0.88,Card,8.6,7.566666666666666
1,1.05,Card,10.7,10.966666666666667
1,0.96,Card,9.3,8.383333333333333
1,1.37,Card,8.6,6.683333333333334
2,0.95,Card,7.2,5.683333333333334
1,1.37,Card,10.0,8.5
2,2.85,Card,16.3,14.35
1,2.3,Card,13.5,12.55
4,1.0,Cash,8.6,7.133333333333334
1,0.79,Card,8.6,7.616666666666666
1,0.7,Card,8.6,8.65
1,1.17,Card,9.3,7.95
1,1.2,Card,10.7,10.65
1,2.15,Cash,19.1,21.733333333333334
1,2.0,Card,18.4,20.05
1,3.59,Cash,25.4,27.3
1,0.3,Card,7.2,6.0
1,3.45,Cash,20.5,17.95
1,1.21,Card,10.7,10.033333333333333
1,1.34,Card,11.4,10.1
1,1.6,Card,11.4,11.133333333333333
1,1.1,Card,20.5,24.533333333333335
1,1.26,Card,8.6,6.566666666666666
1,2.16,Card,13.5,11.433333333333334
1,2.27,Card,17.0,18.9
1,1.8,Cash,13.5,12.65
1,0.83,Cash,8.6,7.6
2,2.75,Card,17.0,15.45
4,2.7,Cash,24.0,25.95
1,2.68,Card,12.8,7.266666666666667
1,1.72,Card,10.7,7.833333333333333
1,1.2,Card,10.0,9.816666666666666
1,0.96,Card,7.2,5.0
1,1.26,Card,10.7,9.883333333333333
1,0.9,Card,6.5,3.4833333333333334
1,2.8,Card,21.2,22.216666666666665
1,1.66,Card,10.0,6.416666666666667
1,0.62,Card,10.0,10.216666666666667
5,2.62,Card,12.8,10.0
1,2.6,Card,17.0,18.033333333333335
1,1.5,Card,9.3,6.383333333333334
1,2.76,Card,21.9,21.366666666666667
2,1.09,Card,8.6,6.45
1,2.74,Card,14.9,13.233333333333333
1,1.24,Card,8.6,5.9
1,0.66,Card,6.5,4.683333333333334
1,1.13,Cash,17.0,20.416666666666668
1,1.93,Card,11.4,8.916666666666666
1,1.73,Card,19.1,23.183333333333334
1,1.85,Card,12.1,10.066666666666666
1,2.12,Card,12.1,9.383333333333333
2,1.9,Card,12.8,11.3
1,2.21,Card,14.2,13.5
1,1.71,Card,16.3,17.416666666666668
1,2.41,Card,14.2,11.683333333333334
1,2.48,Card,12.8,9.333333333333334
1,0.58,Card,8.6,7.916666666666667
1,1.82,Card,24.7,29.616666666666667
2,0.76,Card,7.2,5.416666666666667
1,1.19,Card,10.7,10.566666666666666
4,0.84,Cash,6.5,5.5
1,1.66,Cash,13.5,12.2
1,0.69,Card,5.8,3.3833333333333333
1,0.88,Card,7.9,6.1
1,1.41,Cash,11.4,11.716666666666667
1,2.02,Cash,17.0,17.316666666666666
1,1.8,Card,15.6,15.733333333333333
1,2.52,Card,14.2,11.5
1,0.86,Card,18.4,22.316666666666666
1,1.1,Card,11.4,16.3
1,1.63,Card,12.1,10.683333333333334
1,3.74,Card,19.8,16.683333333333334
1,1.36,Card,9.3,6.8
1,1.84,Card,12.8,11.65
1,1.78,Card,12.8,11.966666666666667
1,1.31,Card,10.0,8.4
1,1.4,Card,10.0,8.033333333333333
1,2.19,Card,14.2,13.766666666666667
1,0.71,Card,5.8,3.5166666666666666
1,1.6,Card,9.3,5.8
1,1.8,Cash,17.7,19.05
2,2.0,Card,13.5,10.6
1,1.1,Card,12.8,13.216666666666667
1,0.57,Card,5.1,3.2
1,1.4,Card,9.3,6.716666666666667
3,2.5,Card,12.8,9.433333333333334
1,1.52,Card,12.8,13.433333333333334
1,1.94,Card,17.7,20.166666666666668
2,1.61,Card,10.0,7.733333333333333
1,1.0,Card,8.6,10.05
1,0.95,Card,7.9,5.3
1,1.89,Card,12.1,10.866666666666667
1,0.6,Card,6.5,6.116666666666666
1,0.73,Card,7.2,5.866666666666666
1,3.22,Card,23.3,24.166666666666668
4,0.8,Cash,10.7,10.983333333333333
1,2.49,Cash,17.0,17.483333333333334
3,4.22,Card,26.1,23.0
1,1.42,Card,12.8,13.6
1,1.71,Card,10.7,8.916666666666666
2,1.6,Card,14.9,16.016666666666666
1,1.55,Card,10.7,8.616666666666667
1,1.69,Card,11.4,9.583333333333334
1,2.62,Card,14.9,11.116666666666667
1,1.9,Card,10.7,10.616666666666667
1,0.68,Card,5.8,3.433333333333333
1,3.03,Card,24.0,27.133333333333333
4,2.32,Card,12.1,8.95
2,1.63,Cash,12.1,11.1
1,0.9,Card,7.2,6.4
1,0.86,Card,7.2,5.4
1,1.3,Card,11.4,14.066666666666666
2,3.59,Cash,19.8,18.166666666666668
1,1.1,Card,10.0,10.666666666666666
2,1.0,Card,7.2,5.616666666666666
2,2.0,Card,12.1,11.25
2,0.83,Card,7.2,5.966666666666667
1,0.7,Card,7.9,7.566666666666666
1,0.7,Card,5.1,2.1166666666666667
1,1.56,Card,12.1,11.283333333333333
1,3.9,Card,21.2,18.8
1,2.02,Card,18.4,20.933333333333334
2,0.92,Card,7.2,5.7
2,1.0,Card,9.3,10.45
1,3.7,Card,19.1,17.05
1,2.05,Card,14.9,14.7
1,1.64,Card,10.0,8.016666666666667
1,0.6,Card,7.2,5.816666666666666
2,2.4,Card,13.5,10.116666666666667
1,3.49,Card,24.7,26.983333333333334
1,2.7,Card,19.8,21.05
1,1.03,Card,8.6,7.133333333333334
2,0.92,Card,8.6,7.533333333333333
1,2.5,Card,12.8,12.3
1,0.95,Card,8.6,6.983333333333333
1,0.61,Card,7.2,6.083333333333333
1,2.65,Card,16.3,13.45
5,2.7,Card,17.7,17.65
1,1.51,Card,10.0,8.35
3,1.39,Card,13.5,15.066666666666666
1,4.66,Card,24.0,23.1
1,1.8,Card,12.1,10.666666666666666
1,2.78,Card,17.7,16.9
2,1.26,Card,9.3,8.016666666666667
1,1.26,Card,8.6,6.366666666666666
4,2.4,Card,13.5,13.566666666666666
2,2.1,Card,13.5,11.366666666666667
1,3.55,Card,16.3,10.416666666666666
1,1.46,Card,10.0,8.3
1,0.39,Card,5.8,4.316666666666666
1,0.4,Card,4.4,3.3833333333333333
1,4.68,Cash,24.0,21.033333333333335
2,4.07,Card,23.3,18.966666666666665
2,2.01,Card,14.9,15.883333333333333
1,0.89,Card,6.5,3.8666666666666667
1,4.8,Card,21.9,11.55
1,0.5,Cash,5.1,3.0
1,2.04,Cash,15.6,15.45
1,2.41,Card,18.4,18.45
1,0.8,Card,7.9,5.866666666666666
1,0.7,Cash,8.6,9.333333333333334
1,0.78,Card,7.2,5.933333333333334
1,1.8,Card,15.6,17.2
1,0.8,Card,10.0,9.666666666666666
2,0.8,Card,7.9,6.5
1,1.23,Card,11.4,10.983333333333333
2,1.22,Cash,19.1,22.533333333333335
1,0.59,Card,6.5,5.466666666666667
1,2.9,Card,17.0,14.933333333333334
1,0.5,Card,5.1,4.85
2,0.95,Card,9.3,8.75
1,0.5,Card,4.4,1.7833333333333334
1,2.6,Card,14.2,12.1
1,4.4,Card,28.2,25.666666666666668
1,2.66,Card,17.0,15.85
1,1.06,Card,11.4,10.966666666666667
1,1.23,Card,8.6,7.05
1,0.79,Card,7.2,6.166666666666667
1,2.72,Card,15.6,13.283333333333333
1,1.11,Cash,7.9,6.283333333333333
1,1.62,Card,11.4,9.7
1,1.67,Card,11.4,10.4
1,0.65,Cash,5.8,4.2
2,1.33,Card,12.8,13.416666666666666
2,0.89,Cash,7.9,6.116666666666666
5,1.68,Cash,20.5,24.0
4,2.41,Card,17.7,18.15
1,1.51,Card,10.0,7.733333333333333
1,0.38,Card,5.1,3.3333333333333335
1,0.97,Card,7.2,4.483333333333333
1,4.2,Cash,20.5,15.516666666666667
1,0.46,Card,5.1,3.35
2,1.01,Card,9.3,7.916666666666667
2,0.72,Card,6.5,4.616666666666666
1,2.11,Card,13.5,12.4
